"STATION","NAME","DATE","ACMH","ACSH","DAPR","DASF","MDPR","MDSF","PGTM","PRCP","PSUN","SNOW","SNWD","TMAX","TMIN","TOBS","TSUN","WDFG","WDFM","WESD","WSFG","WSFM","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT14","WT16","WT18"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-03-11","  100","  100",,,,," 2118","0.01","   33","0.0","0.0","35","26",,"  234","  135","  135",,"20.8","17.0","    1",,,,,,,"    1",,,,"    1","    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-03-12","   80","  100",,,,," 2348","0.06","   14","0.0","0.0","36","19",,"   96","  315","  315",,"27.5","19.0","    1",,,,,,,"    1",,,,"    1","    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-03-13","   30","   40",,,,," 1618","0.00","   86","0.0","0.0","31","14",,"  606","   45","   45",,"26.4","21.0",,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-03-14","   40","   80",,,,," 0800","0.00","   94","0.0","0.0","37","27",,"  666","   45","   45",,"32.2","25.9",,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-03-15","   30","   40",,,,," 1418","0.00","   96","0.0","0.0","47","21",,"  690","  180","  180",,"18.3","12.1",,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-03-16","   70","  100",,,,," 1254","0.00","   39","0.0","0.0","47","30",,"  282","   45","   90",,"17.2","15.0",,,,,,,,"    1",,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-03-17","   50","   50",,,,," 1142","0.00","   77","0.0","0.0","53","28",,"  558","  180","  180",,"18.3","12.1","    1",,,,,,,"    1",,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-03-18","  100","  100",,,,," 0000","0.00","   45","0.0","0.0","59","43",,"  324","  135","  135",,"13.9","13.0",,,,,,,,"    1",,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-03-19","   60","   30",,,,," 1254","0.00","   72","0.0","0.0","55","40",,"  522","  360","  315",,"23.0","19.0",,,,,,,,"    1",,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-03-20","   40","   30",,,,," 1424","0.00","   93","0.0","0.0","60","37",,"  678","   45","   45",,"15.0","13.0",,,,,,,,"    1",,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-03-21","   90","   80",,,,," 2042","0.05","   72","0.0","0.0","74","41",,"  528","  180","  180",,"24.2","19.9",,,,,,,,"    1",,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-03-22","   70","   60",,,,," 0054","0.03","   72","0.0","0.0","57","36",,"  528","  315","  315",,"34.4","25.9",,,"    1",,,,,"    1",,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-03-23","   90","   90",,,,," 2048","0.18","   50","0.0","0.0","60","36",,"  372","  135","  135",,"39.1","31.1",,,,,,,,"    1",,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-03-24","   80","   80",,,,," 1406","0.63","   16","1.5","0.0","59","28",,"  120","  225","  225",,"35.6","29.1",,,"    1",,,,,,,,,"    1","    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-03-25","  100","  100",,,,," 0730","0.01","    4","0.1","1.0","31","24",,"   30","  315","  315",,"28.9","17.9",,,,,,,,,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-03-26","   80","   80",,,,," 1718","0.00","   35","0.0","0.0","33","22",,"  264","   45","   90",,"25.3","19.0",,,,,,,,,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-03-27","  100","  100",,,,," 1242","0.24","    0","0.3","0.0","34","30",,"    0","  135","   90",,"33.3","25.1",,,,"    1",,"    1",,"    1",,,,"    1","    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-03-28","  100","  100",,,,," 2212","0.46","    0","0.0","0.0","37","33",,"    0","  315","  135",,"21.9","14.1","    1",,,,,"    1",,"    1",,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-03-29","   90","   90",,,,," 1518","0.00","   51","0.0","0.0","35","26",,"  384","  225","  225",,"32.2","23.9",,,,,,,,,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-03-30","   70","   80",,,,," 1548","0.00","   76","0.3","0.0","28","21",,"  576","  270","  270",,"39.1","30.0",,,,,,,,,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-03-31","   70","   60",,,,," 1548","0.00","   85","0.0","0.0","62","25",,"  648","  225","  225",,"27.5","21.9",,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-04-01","   90","  100",,,,," 0742","0.00","   13","0.0","0.0","46","32",,"  102","  360","  360",,"21.9","17.0",,,,,,"    1",,,,,,"    1","    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-04-02","  100","  100",,,,," 1930","1.13","    0","9.4","0.0","33","27",,"    0","   45","   45",,"36.7","31.1",,,"    1","    1",,"    1",,,"    1",,,"    1","    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-04-03","   20","   10",,,,," 0054","0.03","  100","0.4","10.0","31","21",,"  768","  315","  315","1.9","39.1","30.0",,,,,,,,,"    1",,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-04-04","   10","   20",,,,," 1418","0.00","  100","0.0","9.0","36","16",,"  768","  315","  270","1.6","18.3","14.1",,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-04-05","   40","   50",,,,," 1406","0.00","   81","0.0","6.0","34","19",,"  630","  360","  360","1.5","23.0","17.9",,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-04-06","   40","   40",,,,," 0142","0.00","   91","0.0","5.0","37","30",,"  702","  360","  360","1.4","23.0","19.0",,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-04-07","   40","   40",,,,," 0042","0.00","  100","0.0","2.0","40","28",,"  780","   45","   45","0.9","23.0","19.9",,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-04-08","   80","   90",,,,," 2312","0.00","   63","0.0","1.0","44","29",,"  498","   45","   45",,"23.0","17.9",,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-04-09","  100","  100",,,,," 0548","0.03","    1","0.2","0.0","38","34",,"    6","   90","   90",,"30.0","21.9",,,,,,,,"    1",,,,"    1","    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-04-10","   60","   40",,,,," 1324","0.00","   85","0.0","0.0","44","30",,"  666","   45","   45",,"19.5","17.0",,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-04-11","   50","   60",,,,," 1506","0.00","   84","0.0","0.0","43","32",,"  660","   45","   45",,"19.5","15.0",,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-04-12","   10","   20",,,,," 1242","0.00","   97","0.0","0.0","51","28",,"  768","  315","   45",,"19.5","17.0",,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-04-13","   20","   10",,,,," 1736","0.00","   94","0.0","0.0","56","29",,"  750","   90","   90",,"16.1","15.0",,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-04-14","  100","  100",,,,," 1230","0.00","   20","0.0","0.0","50","39",,"  156","   90","   90",,"20.8","17.9",,,,,,,,,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-04-15","   70","   80",,,,," 1400","0.00","   46","0.0","0.0","56","38",,"  366","  270","  270",,"19.5","13.0",,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-04-16","   80","   90",,,,," 1618","0.03","   39","0.0","0.0","59","44",,"  318","   90","   90",,"13.9","13.0",,,,,,,,"    1",,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-04-17","   60","   70",,,,," 2042","0.01","   58","0.0","0.0","73","45",,"  468","  180","  180",,"34.4","25.1",,,"    1",,,,,"    1",,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-04-18","   90","  100",,,,," 2248","3.83","    9","0.0","0.0","68","46",,"   72","  270","  225",,"46.1","34.0","    1",,"    1",,,,,"    1",,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-04-19","   80","   70",,,,," 1436","0.00","   68","0.0","0.0","49","41",,"  552","  270","  270",,"46.1","34.9",,,,,,,,,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-04-20","   70","   90",,,,," 0024","0.00","   52","0.0","0.0","50","39",,"  420","  270","  270",,"26.4","21.9",,,,,,,,,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-04-21","   80","  100",,,,," 1842","0.04","   45","0.0","0.0","49","36",,"  366","   45","   45",,"18.3","17.0",,,"    1",,,,,"    1",,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-04-22","   50","   20",,,,," 2354","0.06","   82","0.0","0.0","59","41",,"  672","  135","  135",,"18.3","16.1","    1",,,,,,,"    1",,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-04-23","  100","   90",,,,," 0506","0.75","   41","0.0","0.0","73","55",,"  336","  225","  225",,"32.2","28.0","    1",,"    1",,,,,,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-04-24","   90","  100",,,,," 1406","0.00","   51","0.0","0.0","59","37",,"  420","  360","  360",,"23.0","19.0","    1",,,,,,,"    1",,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-04-25","   60","   70",,,,," 1030","0.00","   66","0.0","0.0","53","40",,"  546","   45","   45",,"23.0","19.0",,,,,,,,"    1",,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-04-26","   80","   80",,,,," 1142","0.00","   85","0.0","0.0","53","39",,"  702","   45","   45",,"18.3","14.1",,,,,,,,"    1",,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-04-27","  100","  100",,,,," 1548","1.60","    0","0.0","0.0","52","40",,"    0","  135","  135",,"31.1","21.0","    1",,"    1",,,,,,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-04-28","   80","  100",,,,," 1142","0.15","    9","0.0","0.0","56","44",,"   72","  135","  135",,"21.9","19.0","    1",,"    1",,,,,"    1",,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-04-29","   30","   30",,,,," 1854","0.06","   90","0.0","0.0","76","43",,"  750","  270","  270",,"27.5","25.1","    1",,"    1",,,,,"    1",,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-04-30","   80","   90",,,,," 1630","0.12","   52","0.0","0.0","68","53",,"  438","  270","  180",,"23.0","19.0",,,,,,,,,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-05-01","   10","   10",,,,," 1612","0.00","   99","0.0","0.0","64","44",,"  834","  270","  270",,"21.9","17.9",,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-05-02","   60","   60",,,,," 0906","0.00","   60","0.0","0.0","72","47",,"  510","  225","  225",,"18.3","15.0",,,,,,,,,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-05-03","   70","   90",,,,," 0830","0.17","    7","0.0","0.0","61","48",,"   54","  180","  180",,"18.3","15.0","    1",,,,,,,"    1",,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-05-04","   40","   40",,,,," 0918","0.00","   69","0.0","0.0","64","45",,"  588","  315","  315",,"23.0","16.1","    1",,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-05-05","   60","   50",,,,," 2142","0.46","   74","0.0","0.0","74","45",,"  624","  360","   45",,"21.9","17.0","    1",,"    1",,,,,"    1",,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-05-06","   60","   40",,,,," 0330","0.00","   81","0.0","0.0","57","42",,"  696","   45","   45",,"21.9","17.0","    1",,,,,,,"    1",,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-05-07","   80","   90",,,,," 0854","0.07","   62","0.0","0.0","65","42",,"  528","   90","   45",,"23.0","17.0",,,,,,,,,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-05-08","   90","   90",,,,," 0806","0.01","   23","0.0","0.0","65","48",,"  198","   90","   90",,"25.3","17.9",,,,,,,,,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-05-09","   30","   40",,,,," 1242","0.00","   81","0.0","0.0","71","50",,"  696","   45","   45",,"20.8","15.0",,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-05-10","    0","    0",,,,," 1418","0.00","  100","0.0","0.0","74","48",,"  864","   45","   45",,"16.1","12.1",,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-05-11","   80","   90",,,,," 2142","0.00","   49","0.0","0.0","74","51",,"  420","  360","  360",,"23.0","19.9",,,,,,,,,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-05-12","   70","   90",,,,," 1354","0.00","   46","0.0","0.0","57","46",,"  396","  360","  360",,"23.0","17.9",,,,,,,,,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-05-13","   40","   50",,,,," 1518","0.00","   88","0.0","0.0","68","39",,"  762","   90","   90",,"15.0","12.1",,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-05-14","   90","   80",,,,," 1948","0.22","   57","0.0","0.0","74","53",,"  492","  315","  315",,"36.7","23.9",,,"    1",,,,,"    1",,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-05-15","   50","   70",,,,," 1236","0.00","   67","0.0","0.0","62","46",,"  582","  315","  315",,"20.8","14.1","    1",,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-05-16","    0","    0",,,,," 1112","0.00","  100","0.0","0.0","66","44",,"  876","   45","   45",,"19.5","14.1",,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-05-17","   10","   10",,,,," 1400","0.00","  100","0.0","0.0","72","46",,"  876","   45","   90",,"15.0","12.1",,,,,,,,"    1",,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-05-18","   20","   20",,,,," 1348","0.00","  100","0.0","0.0","88","49",,"  876","  225","  225",,"20.8","14.1","    1",,,,,,,"    1",,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-05-19","   50","   40",,,,," 1918","0.00","   88","0.0","0.0","94","64",,"  780","  225","  225",,"39.1","28.0",,,"    1",,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-05-20","   90","   90",,,,," 1600","2.54","   64","0.0","0.0","89","62",,"  564","  180","  180",,"46.1","34.9",,,"    1",,"    1",,,"    1",,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-05-21","   70","   70",,,,," 1512","0.08","   66","0.0","0.0","80","68",,"  582","  225","  225",,"39.1","31.1",,,,,,,,"    1",,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-05-22","   60","   90",,,,," 0924","0.00","   76","0.0","0.0","84","65",,"  672","  315","  315",,"16.1","14.1",,,,,,,,"    1",,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-05-23","   20","   10",,,,," 1600","0.00","   89","0.0","0.0","87","61",,"  792","   90","   90",,"18.3","15.0",,,"    1",,,,,"    1",,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-05-24","   80","   70",,,,," 1342","0.20","   74","0.0","0.0","86","67",,"  660","  315","  360",,"27.5","17.0",,,"    1",,,,,"    1",,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-05-25","   90","   90",,,,," 1318","0.18","   53","0.0","0.0","82","66",,"  474","  180","  135",,"40.3","30.0","    1",,"    1",,,,,"    1",,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-05-26","   80","   80",,,,," 1612","0.16","   69","0.0","0.0","80","64",,"  618","  315","  270",,"32.2","19.9","    1",,"    1",,,,,"    1",,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-05-27","   10","    0",,,,," 1000","0.00","  100","0.0","0.0","74","57",,"  894","  315","  315",,"21.9","16.1",,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-05-28","   80","   80",,,,," 1412","0.00","   88","0.0","0.0","75","57",,"  792","   90","   90",,"17.2","14.1",,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-05-29","  100","  100",,,,," 2318","0.31","   10","0.0","0.0","71","61",,"   90","  180","  180",,"18.3","12.1",,,,,,,,"    1",,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-05-30","   90","   90",,,,," 1700","0.88","   24","0.0","0.0","77","54",,"  216","  225","  225",,"20.8","15.0","    1",,"    1",,,,,"    1",,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-05-31","   90","  100",,,,," 1200","0.03","   18","0.0","0.0","66","53",,"  162","   45","   45",,"13.9","10.1","    1",,,,,,,"    1",,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-06-01","   50","   60",,,,," 1118","0.00","   69","0.0","0.0","71","52",,"  618","   45","   45",,"16.1","13.0","    1",,,,,,,"    1",,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-06-02","   80","   90",,,,," 1536","0.00","   37","0.0","0.0","68","52",,"  330","  315","  315",,"23.0","15.0",,,,,,,,"    1",,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-06-03","   70","   60",,,,," 1354","0.34","   74","0.0","0.0","78","54",,"  666","  315","  270",,"26.4","17.0",,,,,,,,,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-06-04","   80","   80",,,,," 1048","0.00","   49","0.0","0.0","85","59",,"  444","  180","  180",,"34.4","25.1",,,"    1",,,,,"    1",,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-06-05","   40","   50",,,,," 1606","0.06","   82","0.0","0.0","83","64",,"  744","  315","  270",,"34.4","23.0",,,"    1",,,,,,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-06-06","   10","   10",,,,," 1406","0.00","  100","0.0","0.0","77","60",,"  906","  315","  270",,"35.6","23.0",,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-06-07","   40","   60",,,,," 0706","0.00","   86","0.0","0.0","64","53",,"  780","  360","  360",,"19.5","13.0",,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-06-08","   20","   20",,,,," 1106","0.00","   92","0.0","0.0","68","49",,"  834","   45","   45",,"21.9","14.1",,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-06-09","   70","   80",,,,," 1654","0.00","   93","0.0","0.0","73","53",,"  846","   90","   45",,"21.9","16.1",,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-06-10","   70","   70",,,,," 2124","0.00","   83","0.0","0.0","78","59",,"  750","   90","   90",,"21.9","16.1",,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-06-11","   70","   80",,,,," 1642","0.10","   54","0.0","0.0","86","64",,"  486","  225","  225",,"39.1","21.9","    1",,,,,,,"    1",,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-06-12","   50","   50",,,,," 1536","0.13","   71","0.0","0.0","76","60",,"  642","  270","  270",,"50.6","33.1",,,"    1",,,,,,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-06-13","   50","   40",,,,," 1848","0.51","   78","0.0","0.0","87","59",,"  714","  315","  315",,"46.1","32.0",,,"    1",,,,,,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-06-14","   80","   80",,,,," 2254","0.52","   55","0.0","0.0","79","58",,"  504","  180","   90",,"25.3","21.0",,,"    1",,,,,"    1",,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-06-15","   80","  100",,,,," 0148","0.60","   29","0.0","0.0","71","58",,"  264","  180","  180",,"41.4","29.1","    1",,"    1",,,,,,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-06-16","   70","   80",,,,," 1600","0.00","   85","0.0","0.0","80","58",,"  780","  180","  180",,"28.9","21.0",,,,,,,,,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-06-17","   80","   90",,,,," 1130","0.76","   47","0.0","0.0","79","68",,"  432","  180","  180",,"34.4","23.0",,,"    1",,,,,"    1",,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-06-18","   60","   70",,,,," 1348","0.00","   90","0.0","0.0","88","68",,"  822","  225","  225",,"20.8","16.1",,,,,,,,"    1",,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-06-19","   20","   20",,,,," 1024","0.00","  100","0.0","0.0","90","65",,"  912","  225","   90",,"16.1","13.0",,,,,,,,"    1",,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-06-20","   50","   50",,,,," 1336","0.03","   57","0.0","0.0","90","68",,"  522","  270","  270",,"19.5","14.1","    1",,"    1",,,,,"    1",,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-06-21","   20","   20",,,,," 1400","0.00","   92","0.0","0.0","91","68",,"  846","  180","  180",,"19.5","19.0","    1",,,,,,,"    1",,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-06-22","   60","   50",,,,," 2112","0.14","   82","0.0","0.0","92","74",,"  750","  135","  135",,"34.4","21.9",,,"    1",,,,,"    1",,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-06-23","   90","   90",,,,," 2100","0.12","   56","0.0","0.0","85","73",,"  510","  180","  180",,"17.2","13.0",,,"    1",,,,,"    1",,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-06-24","   90","   90",,,,," 1430","0.52","   34","0.0","0.0","88","72",,"  306","  270","  270",,"25.3","21.0","    1",,"    1",,,,,"    1",,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-06-25","   90","   90",,,,," 1236","0.73","   37","0.0","0.0","81","68",,"  342","   45","   45",,"16.1","13.0","    1",,"    1",,,,,"    1",,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-06-26","   30","   40",,,,," 1224","0.00","   68","0.0","0.0","82","67",,"  624","   90","   90",,"16.1","13.0","    1",,,,,,,"    1",,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-06-27","   70","   80",,,,," 1500","0.07","   48","0.0","0.0","89","68",,"  438","   45","   45",,"27.5","23.9","    1",,"    1",,,,,"    1",,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-06-28","   50","   50",,,,," 1724","0.00","   66","0.0","0.0","88","71",,"  606","   45","   45",,"13.9","11.0","    1",,,,,,,"    1",,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-06-29","    0","   10",,,,," 1630","0.00","   93","0.0","0.0","89","68",,"  846","   45","   45",,"16.1","13.0","    1",,,,,,,"    1",,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-06-30","   10","   10",,,,," 1218","0.00","  100","0.0","0.0","89","68",,"  912","   45","   45",,"18.3","13.0","    1",,,,,,,"    1",,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-07-01","   10","   10",,,,," 1506","0.00","   95","0.0","0.0","91","65",,"  864","   90","   45",,"18.3","13.0",,,,,,,,"    1",,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-07-02","   50","   60",,,,," 1230","0.00","   85","0.0","0.0","91","68",,"  774","  270","  180",,"19.5","8.9",,,,,,,,"    1",,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-07-03","   70","   80",,,,," 1230","0.00","   55","0.0","0.0","90","74",,"  498","  270","  270",,"23.0","16.1",,,"    1",,,,,"    1",,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-07-04","   20","   30",,,,," 1224","0.00","   96","0.0","0.0","85","71",,"  870","   45","   45",,"18.3","13.0",,,,,,,,"    1",,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-07-05","   60","   80",,,,," 1700","0.00","   73","0.0","0.0","83","68",,"  660","  180","  180",,"17.2","13.0",,,"    1",,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-07-06","   80","   90",,,,," 0542","0.27","   39","0.0","0.0","81","68",,"  348","  270","  270",,"24.2","16.1","    1",,"    1",,,,,"    1",,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-07-07","   10","   20",,,,," 1348","0.00","   97","0.0","0.0","86","71",,"  876","   45","   45",,"21.9","14.1","    1",,,,,,,"    1",,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-07-08","   60","   70",,,,," 1418","0.00","  100","0.0","0.0","90","70",,"  906","   45","   45",,"19.5","17.0",,,,,,,,"    1",,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1975-07-09","   50","   40",,,,," 2124","0.01","   91","0.0","0.0","83","67",,"  828","  315","  315",,"25.3","17.9",,,,,,,,,,,,"    1",
